text;polarity
-Me caes muy bien -Tienes que jugar más partidas al lol con Russel y conmigo -Por qué tan Otako, deja de ser otako -Haber si me muero;10
"@myendlesshazza a. que puto mal escribo b. me sigo surrando help 3. ha quedado raro el ""cómetelo"" ahí JAJAJAJA";-1
@estherct209 jajajaja la tuya y la d mucha gente seguro!! Pero yo no puedo sin mi melena me muero ;-1
Quiero mogollón a @AlbaBenito99 pero sobretodo por lo rápido que contesta a los wasaps ;1
Vale he visto la tia bebiendose su regla y me hs dado muchs grima ;-1
@Yulian_Poe @guillermoterry1 Ah. mucho más por supuesto! solo que lo incluyo. Me habías entendido mal ;1
Se ha terminado #Rio2016 Lamentablemente no arriendo las ganancias al pueblo brasileño por la penuria que les espera Suerte y solidaridad;-1
11. siiii fue super gracioso teniamos que habernos sacado una foto ;1
@toNi_end seria mejor que dejasen de emitir esa basura ya  hay que evolucionar para bien y eso;-1
@jonoro96 te mandaria a comprarte un burro, pero no creo que hayan tiendas abiertas ahora ;-1
Mg y pongo un adjetivo super repelente a vuestro nombre ;-1
@hywzz la voz de María al final me mata JAJAJSJAJAJAJ quilla y yo que ;-1
@EduGalan14  Jaja.Es de bien nacidos ser agradecidos que diría aquel.Tiene el récord de puntos del VCF.Creo q cumplió con lo que había.;1
@misscatingcat Bueno, al menos has acabado la noche con una hermosa vista  Ami tambien me gusta verlos por la noche ^^;1
@mendescodes @heroinseb enserio cuando habéis dicho que los froot loops están malos me ha dolido... ;-1
@Sakura_Abril Ow Bueno, no pasa nada, cuando puedas confirmarlo, estoy aquí 😊 Y si no pudieras de cosplay pero sí a la expo, +;1
Aunque pensaba que no podría hacerlo hasta el mes de octubre, el lunes próximo volveré a ver a mi familia de #Mataró *.*   #felicidad;1
Oye @luciaskaa te pones a hablar con @josecs02 como en los viejos tiempos y no avisas  @JuanAlfonso251 @CrisDazGar;-1
@JCLilGangster yo tengo que aguantar 4 niños pequeños, no sé que es peor ;-1
@tejecristal 765 emberda Y porque estoy dedicandome a otros supps últimamente ;10
@Yosmath @Planeta87Radio  #Incantus  Genial ya estoy conectada ;1
Es muy raro el sentimiento que tengo ahora, aunque en fin... Qué más dará ;0
"@pabloserrano @JesusBengoechea Madrid tiene la cultura propia de los que ""no tiene cultura propia"". Vamos, como los romanos en su tiempo ";-1
Gracias por los ánimos! He dormido un poco más, me he tomado una pastilla y ha bajado a 36 y medio, pero aún me noto rara ;-1
@KunMadera pues date unas cuantas horas, que es muy temprano ;0
@xZ4dry @xSLGY Tienes pinta buena gente por lo q veo, t he conocio gracias a qt ;1
@achocoblog ... bueno, desierta, desierta, no, con algunos seres feéricos  ;1
@policia 2 horas esperando en Comisaría Gandia y han atendido a 3 personas! Y solamente para una autorización de viaje a un menor. ;-1
@angeleta1973 @elespanolcom No he visto su DNI o Pasaporte pero presume de serlo aunque es muy,demasiado,peculiar y poco caritativa   ;-1
@AlbGarD Oh  ¿Me estás llamando gordo? JAJAJA Grazie ruliño  Lo mismo puedo decir ;-1
@BarrosNerea Tú siempre sexy Nerea!! Qué tengas un maravilloso día! Besitos! ;1
@seestrena #seestrenasietevidas Sería un gato tipo Garfield porqué soy un poco vago y porqué me encanta la lasaña!! ;1
@prxttytimebomb @emimartinez_98 Si es que odio a muerte a la nueva Harley que quieres ;-1
@WINTERSCLIFF0RD ni tu como soportas el calor sevillano hija mía ;-1
@joseche_jagg @adsuara +10000, cremos una agencia de contratación de temporales, a ver cómo se vende a los sindicatos ;10
.@soyalt_es estaremos atentas a las novedades futuras. ¡El final del verano no será igual sin vosotros! ;-1
Ayer me quedé dormido xdddd lo peor esque sigo reventado ;-1
Confirmao tengo el pie roto, he notado como el puto hueso se movía ;-1
@lmg muchísimas gracias Luis  Tú también eres un ejemplo de constancia y buen trabajo, espero que os vaya todo genial!;1
Tengo una adicción muy seria al burguer King necesito ayuda profesional ;-1
Me dice un pajarito que ahora mismo no puede reservar en la web de BiBo, lo nuevo de @danigarcia_ca. Espero que sea por la demanda. ;-1
@cobos_rebeca A ti por responder! Espero y deseo que te salgan nuevos proyectos!! Besitos!! ;1
@PUUNISSHER @KingKongJulen @xCoorsa @Yuniiiiitoo @YouTube oye corsa  que yo no he jugado contra puni en lan;10
Estoy preparando muchas cosas para que el especial sea muy especial ;1
Solo porque UNA persona diga que me conoce y opine sobre cómo soy, y convenza a otra de ello no significa que sea así ;0
@TeAbroUnaNueva porque no vives en Madrid!!  bueno yo estoy ahorrando, yo lo intento jo y si no pues en la cola y ya quedaremos a parte..;10
@fonzeff @malenko_ @girotix Eso me temo, mucho calor y mucha gente por todos lados, lo malo de viajar en agosto ;-1
"@Jordicanal64 Pues si no fichan ""lo que sea"" además de un ridículo espantoso igual QSF nos deja plantados...esperemos que no   ";-1
@virsnroses cuando estén los 20 contactados y aprobados se publicará el listado en nuestra web ;10
@edu_rnieves Te la recomiendo, parece monótona pero hay capítulos que vuelven a subir el interés ;1
Ya no tengo capítulos de Juego de Tronos para ver. Me siento vacía. ;-1
@goetha Jajaja se aprovechó lo ke pudo, ya se fue a currar pero mañana descansa  mucho lío entonces no? Y con el malagueño que tal?;1
@futbolero93 solo recuerda que Iman es tranquila ;1
@AlteaLaSueca en el debate que he estado leyendo, en el blog de Silvio @citaconsilvio lo pone el gran @feliuvicente citando al Che. ;10
comprendo que te molen mis tattoos, pero no te los hagas 'iguales' ;0
@_betterton @juanrallo para cometer atentados terroristas (2) No creo que entonces existiera el burkini ;10
@cayusollo pues necesito un audio para el próximo episodio ¿te animas? ;10
@morbosaborealis jajajaja... eso es verdad... aquí no hay uno cuerdo ;-1
@xqwcrp @xoancarV Un lapsus advertido gracias a @Cascarelo y subsanado. Gracias por tu aportación. ;1
@ManuBarba Lo feo es llegar al reina sofía y que los descuentos de estudiante sean para menores de 27 años ;-1
@IvnLz el resto puedo dudar pero de ese grupo lo tengo claro ;0
@Pirata__Roberts hay gente muy buena trabajando duro en @SpheraSports. Palabras así impulsan  @Eliperezup;1
"Ah vale, me suelta la puta subnormal, te estoy llamando. Le digo que no me sale y dice ""ah, es que tengo el wifi apagado"" ";-1
@Adriansoler espero y deseo que el interior te cause lo mismo ;0
@FaranduleroYo Pues espero que no lo digas por mi niña o no voto mas  memeo, bueno cada uno tendra su opinion +;-1
@Tabernita @ptraciogg pregunta seria.  para cuando kedada/cañas de gente twittera de la zona? ;10
@GarbiMuguruza Yo cuando pueda quiero tener el Omega Constellation,, con los numéricos romanos. ;1
@feralcazar_ es grasioso porque en vez de aspirar a ser alcalde aspiras a concejal... ;-1
Hoy quiero hacer otro juego de estos de tw pero esque son todos iguales ;-1
@Eleder_ Que tampoco ahora mayoría absoluta, eh? ;10
Por desgracia el sorteo que tenía pensado hacer es sólo para gente de Europa  Ya haré más sorteos para todo el mundo!;-1
"@Paco_Jone Qué fácil es quedarse calladito, bajarse los pantalones y no decir ni mú... Cuánta ignorancia en tu ""opinión"". Saludos ";-1
Yo Me cago En los muertos De todas Las bacterias malignas De mi Garganta .;-1
@reyminguela20 la próxima vez que vaya a Madrid no estarás en mis planes. Maldita ;-1
@serbailop Totalmente. Aunque la post-tertulia ha sido muy interesante, hablando de todo esto, y la evolución (e involuciones) del cine ;1
@sosagraphs Pues tan sencillo porque en su día me puse a hacerlo y es de lo que mas encargos me hacen, aparte tengo mas estilos crack ;1
@flyfap no había parada pero he visto una rotonda mu bonica en la que ponía Nules ;1
@hayar_96 abandoné mi tierra y llegué justo ayer a España, estoy sensible, te odio ;-1
Ahora que estoy en Madrid casi no puedo hacer fotos chachis, solo a mi careto y no ;-1
@Eduardo_Pers Ps que las exterminen. Por mi salud mental  (y pa que pueda dejar de hacer el ridículo por la calle jajajaj);-1
@Kosto_Trading @juanrallo Lo de prohibir el casco e ir enmascarado también es arbitrario y sectario, no? ;-1
@lirondos Ya lo tenía fichado y tengo ganas de darle uso  ¡¡Gracias!! ;1
@elapersw buenas tardes! Se puede pasar? ;10
@radioskylab_es ¡Pero explicar a fondo las zonas habitables y que condiciones necesita un planeta para serlo! ;10
@LibrosdeMaria no sé si hubo más gente, pero ayer te tagueé yo  ayy, Hannibal es que moooooola tanto!;1
#Otegi inhabilitado   #EsLaSentencia Mujeres tapadas hasta los ojos #EsSuCultura Teneis un sentido inamovible del mundo y de la vida.;-1
@santicid ay, gracias. Lo malo es que ese es solo para primer viaje. Pero mil gracias igualmente ;1
Madrid está lleno de comida y crushes, no me llevéis de aquí ;-1
@albueto @ferderer2 @TipsterApuesta los reyes magos son mas reales que este ;-1
Es worth para coger el bonus, pero es mucho más divertido luchar ;0
@SirDeschain @ChicaCascabel @reptarazul más bien tas tenía aprecio por raistlin, yo creo que al mago le daba un poco igual todo ;-1
@Asukawachan Gracias  ya me pasó una vez y los antibióticos fueron milagrosos, estoy deseando que vuelva mi madre con ellos ;1
@iwanancho quiero un Linoone con Tambor y Velocidad Extrema pero es de esos especiales de generaciones pasadas que ya no se puede ;-1
@Tidxs_ 27. Parece que las cosas no te van muy bien, espero que todo mejore, que todo el mundo merece ser feliz ;0
@amartino @yagoperrin los dos amigos menos quejicas que tengo ;1
@MatiDiazWarrior @severinoiezzi @Maxisanchez06... ¡¡Nos sumamos a la felicitación a un grande!! ;1
Eso sí, demasiada sobredosis de guiños, cameos, homenajes, frases y planos repetidos de la original. Pero bueno, se acepta ;0
@David_Goen00 venga jimbre, lo que debes haver es hacerte cadista ;0
Dio tener un perro es la ilusión de mi puta vida ;1
@RoyalDarjeeling Muy mal!!! jajaja mas Geralt de rivia y menos juego de tronos ;-1
Por qué me gusta más tu personalidad que cualquier espalda ancha ;1
@SergioSmiles Mirate D gray-man desde cero puta ;-1
@BerothW Por supuesto, en el Mercadona. Hombre, encima que soy crush de alguien ;0
hay alguien apuntando a mi ventana con un laser define pesadito ;-1
@carlotalotalota Me apena que haya pasado esto porque la idea de crear un colectivo estatal con divisiones locales era algo poderoso ;-1
odio a lucia la vd, mi amor hacia ella es una gran tapadera pa comer nutella en su casa ;-1
No entiendo de verdad porque la gente cree que en realidad me la suda ;-1
@dovesandletters @SeveZubiri @Lady_Lolita @teleSURtv ese es Seve que se pone exquisito. Yo más de andar por casa (menos florida) ;0
"Llevo como una hora repitiendo ""No debí haber bebido ese último Monster"" teniendo que madrugar Mi vida.";-1
@BrujadelTuiters . Estas palabras, del Poema, INSTANTES, son de Nadine Stair. Escritora norteamericana, a la q le gustan los helados.  ;0
preparándome un colacao pa olvidarme de aquel bacalao... ;0
gracioso bc en la película de Nunca apagues la luz utilizan luz negra y hoy he llegado a casa y han puesto uno en el baño ;1
nos lo habíamos encontrado y estaba asustado cruzando una carretera y al final nos hemos tenido que marchar sin él. ;-1
@unculemadrid si al final acabamos hablando un rato, era muy simpática  @jovigobi;1
@PanchoGustavo tío peguemos al Lau Sigues teniendo mi primer grinder?;10
Este año el Madrid hará triplete y si lo hace me rapo al cero  grabad el mensaje jejej #ChiringuitoPiqué;1
@valenciacf Mis sentimientos y mi orgullo por el Valencia son muy grandes. Yo quiero lo mejor para el Valencia. ;1
"@przuppo @lolap245 me quedo con lo primer ""un pensamiento en un clic"" ";10
@Landspecies y sentimos empatia hacia cualquier ser vivo sin distinción ;1
Gracias tormenta por aparecer justo cuando me voy a meter en cama solita ;-1
@Monysito pues pocas cosas más bonitas puedes ver en la vida oye ;1
@Graffitera23 qué hermoso!,es bueno desviar la mirada al cielo y a las nubes de vez en cuando,abajo está jodido.preciosa foto,mil abrazos ;1
@Monysito en la vida puede verseme una teta porque cuando me eche la foto no estaba desnuda ;-1
@juanrallo Ya, ya. El edificio A sí, el edificio B no. Facilísimo de articular ;1
Mañana es muy probablee que caiga un directo!! Y ya sabeis lo que pasa en los directos... ;0
@Paloma_cv12 el club de la comedia se ha quedado demasiado grande #monologuista Jaja ;0
Lamento decirles que ya no soy calvo, mi calva perfecta se ve opacada por mi pelo ;1
@Jorgeoneer ya pero no soy mucho de pc. No es muy potente el mío ;-1
@MiguelBarranco5 @llautet @BelenFGonzalez @pastoreta1 @BetEmilio @txemadomi @Minadeideas hola miguel no,ahora estoy en ella ;10
Nominada por @learamartell  Aquí van nuestras pelis y nuestros taggeados.  https://t.co/hWqxW19Rjr;10
Ya me está jodiendo la tarde Pep...bueno me.voy a dar un.paseo ;-1
@aitor48 Prohibirlo, no. Se pueden hacer campañas, pedagogía... y no aplaudir como están haciendo muchas pseudo-feministas  @ladypalo;-1
@Lahierritos pues sabran més q jo *curso CCC de mirones y mironas ;-1
He puesto la radio solo pa escucharle jajajajajajaja ai, que ganas de verle ya ostia ;1
@Slow_Dancer_ TOTALMENTE  Pobre Gappy... que inocente es  no sabe con quien se ha encontrado.;-1
@Tidxs_ 2. Hace mucho tiempo hablabamos por skype por un amigo en común y estaba guay, además de que eres muy mona! ;1
Buen partido a todos @overgame_org , suerte en la final de losers y a ver si nos volvemos a ver en la gran final. Saludo a esos casters ;1
@levante_emv @valenciacf Un capullo menos en el Valencia. Si no esta al 100% con el Valencia lo mejor es venderlo. ;-1
@Angela_M_A_ hombre me dices que se oía mal  yo soy defensora de Amaiah a morir JAJAJ;0
Quiero que vuelva el invierno  y ponerme pantalones largos y chaquetas y sudaderas y abrigos, puto verano.;-1
Pensar en irse pronto a la cama y ver que dan 2 capítulos de #minorityreport la mejor manera de alegrarse la noche ;1
@DaniRS95 somos el PACMA, a todos caemos bien pero nadie nos quiere. Lloremos juntos ;-1
Cuando sufres porque no encuentras emulador para jugar al pokemon rubí en iOS 9.3.4 ;-1
@Lentejitas @Manuj_Hidalgo @lupesb77 convenciendo a mi hija mayor para verlo ;10
@ideiazabaldu no queda ni un país árabe laico... Hasta con Argelia y Tunez están acabando ;-1
Estoy muy nerviosa por el partido ;0
@olivares_javier Intentan salvar a Lincoln como Julián con Lorca... Aparte de que es una copia descarada de MdT, no se parecen en nada ;-1
@_tontonina porque somos de Móstoles, salir de nuestro ambiente es difícil ;-1
ola wapa k tal stas?? spero k no seas una sorra kmo las otras xikas - machirulo QUÉ COJONES JAJSAKJKJSADJJSJASJAJAJA;-1
@sweetbiix pues ahí lo tienes. Si tú no huyes entonces eres una luchadora y no una cobarde no? ;1
Es conveniente tener un Gobierno democrático que cumpla su función politica. NO lo es tener un Gobierno que representa la #corrupciónPP;-1
@ann_lloret99 @luv_m0ney_party los salidos son los q suben cosas a esa página no yo ;-1
otra noche hasta las 4 de la mañana despierta, aburrida y sin sueño, lo veo venir... ;-1
@CrususMusus_ me lo apunto en la lista de cosas posibles de hacer ;10
@ShawnUpdatesSA esta no es, le tienes que dar a US Store, solo se vende en US y Canadá  por ahora claro.;-1
Es triste que casi todas mis series acabadas hayan sido porque las han cancelado ;-1
@adri_buzo @FulgenLison Nop. Pero ahora me queda más claro el asunto  Gracias !;1
Sólo quería hablar con gente en verda ;0
como entraba una conversación de estas largas de hablar toda la noche con alguien ;10
@Kosto_Trading @juanrallo O ponerte un casco de moto que te cubra por entero ;10
"Hey, @rebecarus, que me dice Amazon que ""Todas las bodas necesitan un plan B"" ya está cargado en mi Kindle. ¿Empiezo ya o qué? ";10
@yolanday_y @el_pais Tras 72.000 años de viaje, conformate con que haya moléculas de Potasio y estén buenas ;1
@mafolu2 no creas. Pero me gusta tener a la gente engañada  @GranCTimes;1
Tú que he ido a cenar a mar de cristal y me he inflado y me duele la barriga ;-1
Mira que soy pesimista a maza, pero odio que la gente sea TAAAAN pesimista ;-1
@vanderhast Jajajaja en cuanto salga de mi bucle infinito con la casa, me imprimo los mapas a dos y lo estreno!! ;1
@VioletaTrujillo yo me resigno con alguna gente, si se creen a este personaje es porque no están dispuestos a escuchar ;-1
@Baronachor El concepto es de lo más bonico, pero de eso a serlo hay un trecho ;0
Voy a estar unos días desaparecida, me estoy quedando sin gigas jajajja  q vida + triste !!! Me voy al parque con los perros..;-1
Tener las piernas llenas de picaduras de mosquitos que parecen heridas NO ME HACE GRACIA. ;-1
@liamverse se llama saber cual es la mejor forma de crear estructuras que aguanten ese peso ;10
@Mercadolibre Enhorabuena por los geniales resultados económicos de récord del trimestre pasado, hacéis un gran trabajo ;1
Hay una exposición de cuadros y uno de ellos está estropeandose por el agua del aire acondicionado que le cae encima ;-1
@CrimsonGhost__ Tio entonces piensas que mosca es un insulto, yo creo que eso es un poco irrespetuoso a las pobres ;-1
@PattyCavallone Para los chicos es mil veces más fácil donar que para las chicas ;0
lo malo es que faltaba su mid y acabaron haciendo remake ;-1
@Diego_FDM @el_pais La noticia perfecta para #NotasDelMisterio ;1
Hoy toca escuchar a #MiguelRios con otros grandes artistas...  #Insurrección...;1
El Espanyol interesado en Aktí Mel para reforzar su defensa esta temporada. Llegaría por 2 millones del L-Casei Imunitas griego ;10
@juliojota96 Perdóname la maldad, Julio, que sabes q te quiero, pero borrándose del AMI se combate al menos a los separatas;1
@Iluminaughty_ @Spiegel_Spike_ pues me da igual  yo escribo lo que pienso ^^ y cuando lo pienso ajajaj si es que lo pienso ;10
@miguelagaiteiro @cultrun @lozanoirene Si hay que pecar de algo, que sea de ser buena gente! ;1
@JuakyB me quedo tranquilo entonces, pero iré mirando la opción del coche ;1
Mi puto novio me ignora y quiero saber si hay un chino cerca de la biblioteca ;-1
He salido de casa sin ir al baño y me estoy meando como una persona mayor ;-1
@ferdiazgil @FranDguez sí, lo he leído  ese templo grande es el que he puesto en IG. Ha perdido su parte superior y está inaccesible;-1
@AdriMarinaB Así me gusta, cada cosa a su CCAA. Así dejamos de cargar las culpas a nuestra querida nación. ;-1
@ManudeOrleans pues yo no hay manera, y eso que tengo recuerdo lejano y de stats tengo una media de 69-70 ;-1
@pobrezacero @nuevatribuna @ruthtoledano @FelipeAlcarazM @carlosbardem @carnecrudaradio @agarzon @cayo_lara Vamos mal, no... peor ;-1
@lonchbox aaahm bueno, disfruta la vida por esos lares, yo me vuelvo a Rusia en breve ;0
Silvia pesada deja de dar rt que me sale doble notificación ;-1
"@NeithanWolf @Cinefila_91 @Cinedepatio @SensaCine ""Resultad Sobrevives"" lo de estar loco funciona  ";0
@concht1 pero nos hemos desmovilizado, Concha. Nosotros/as solas dejamos las calles. Así nos va  @CiudadanosCs;-1
Me he agobiado muchísimo porque no encontraba a mis amigos en el Bar, luego he recordado que no tengo amigos y me he puesto feliz ;0
en realidá é algo duro de asimilar ni el alcohol me ayuda ;-1
@Boardgametotal los ábacos si están permitidos. Sobre todo porque la mayoría no saben usarlo ;-1
@beautyblog_es @isasaweis @_ANAMILAN_ ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?😀😀😀;1
tio os quiero mil a los que me habéis hablado ;1
@peroquedicesss en realidad es hipócrita todo eso como la camiseta esa de femimism del hym pero creo que en la vida cotidiana algo hace ;-1
"Había un hombre en la calle. Estornudó y yo desde la ventana le he dicho ""salud"" Me miró mal y siguió caminando";-1
Me veis en persona, no me saludais y luego me hablais para decirme que me habeis visto;-1
@BlasAuryn si es que no puedo olvidar cuando te viii, imposible. Que resumiendo, no te puedo olvidar  y no lo haré jamás chiqui ❣️💞;1
@DTM_Spain    En las carreras es al revé a más interés, más coches  ... pero tú mismo lo dices, es una empresa, aunque se venda ...;1
@Garcaterra estoy total y absolutamente desesperanzada  @ahorapodemos;-1
@Sorayita_push Bien bien, si estan celebrando un cumpleaños, si todos nacieron el mismo dia hahahahahahha al menos son dos capítulos ;1
@Betvs_19 cucha, una independentista escribiendo en español!! Por muy del Barça que soy, te vas a buscar la vida  grassias.;-1
Porque son tan manipulables los pequeños ? Y porque no ven a su padre igual que a su madre ? Triste ;-1
@ApoyoCR7 Muy chulas esas gafas Paula  Y lo de guapa es talento innato tuyo :;1
@DiegoPajaron @miguel_prat dicen que tira pa, san Mateo ahora Jaaja ;10
Esta tarde me voy a comprar un juego que estuve esperando muchísimo tiempo... posiblemente lo suba esta tarde-noche  Yoshi aparece ;1
Qué depresión me entra, de seguro gana gente que solo dio RT porque sí, por probar suerte y no verdaderos fans ;-1
Gracias Victorerubio por recomendarme el seguimiento de @MandalaBeach. Artistas de talla internacional, monólogos y musica en directo ;1
@sabrygarciarena Muy sexy Sabrina! Besitos y feliz día! ;1
@RyFsw jajajaja.... eso es una indirecta  preparate #F que quiere reformar el baño;-1
WORK FROM HOME!! Sería espectacular y poder verlas más!  #ConMTVal727Tour;1
Esta bien tener hermanos, siempre y cuando uno de ellos no decida ser subnormal perdido ;-1
@DiegoPajaron @miguel_prat doble sub-campeón de Europa  algo es algo jaja;1
@LuisFBonilla @isabelsevilla9 @adirecto @peichsantana Ole los buenos almerienses!!!! Mil besitos!!!! ;1
@ToniThrowdown ahora tengo un dilema. Ayúdame Toni Y en 3DS porque me salió a 25 euros nuevo https://t.co/2bSRMWnrZ5;10
lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero  simplemente porque no se ligar ;0
@DieRaposa @DrXaverius y otros biólogos como él se sentirán complacidos. ¡Mola mucho! ;1
Estás haciendo MUY feliz a todo mi tl,yo también quiero que me sigas  @BlasAuryn;1
@iruri gracias, ya eran necesarias tras un duro año de trabajo  ¿has cogido tú ya?;1
@MrMedra ay, joder, que resulta que es completamente vegana. Pues ya no me la compro. ;-1
@__mxty Para cuando me escribes mi nombre bien precioso ;-1
"@Jabokatu yo no tengo ni idea y soy la primera que dice ""tiempo reglamentario""  pero en su día me convencieron de que estaba mal dicho.";-1
@JeCaSWords @Humoryfotos El tuit va acompañado de una foto que quiere decir lo contrario, SÍ es sarcasmo ;10
@edortaramirez un click más, scroll y a veces el usuario se queda un poco colgado sin saber bien lo que tiene que hacer ;-1
@Ronan_Coke @angelesuc1 @josecg96 @Airatarra @andarellabcn Muy triste, pero no olvidemos la inestimable colaboración del estado en ello  ;-1
@escapeofthecrow el rottweiler es precioso pero... Esta zumbadisimo y ataca  y yo muero de ganas de achucharlo;-1
@rossiepussie @luciakawaii1 te lleguen a entender y a respetar. Muy malos tienen que ser para obligarte a comer algo a la fuerza ;-1
Si es que llegáis aquí desde mi Favstar del cretácico y claro, luego no me duráis ni un suspiro. Que mis neuronas no son como antes, jopé ;-1
@AndreaNavedo Hola bella Andrea!! Qué tengas un maravilloso día!! Besitos! ;1
En fin estoy más sola que la una viendo como una bollera duerme y esperando como un perrito pa q me saquen a pasear ;-1
@mamarracha2000 yo los vi en el Low cost de hace 3 años y me decepcionaron, aunque dicen que lo mismo hacen una cagada o son la hostia ;-1
@TodoMegaDrive esta vez me decanto por la japonesa. P. Me encanta la batalla de caratulas ;1
@MarckLebowski michael jackson tambien y la gente canta sus canciones ;10
@Miraqbien podrías solidarizarte conmigo y no comer ninguno... ;0
